Financial Year,Quarter Ending,HSC Trust,Hospital,Programme of Care,Specialty,Total Available Beds,Average Available Beds,Total Occupied Beds,Average Occupied Beds,Total Inpatients,Total Day Case,Elective Inpatient,Non Elective Inpatient,Day Case,Regular Attenders
2013-2014,30-Jun-13,Northern,Causeway,Acute Services,Other,0,0,0,0,0,1,0,0,1,0
2013-2014,30-Jun-13,Northern,Causeway,Acute Services,Paediatrics,"1,170",3.2,405,1.1,378,0,18,360,0,0
2013-2014,30-Jun-13,Northern,Causeway,Acute Services,Pain Management,0,0,0,0,0,91,0,0,91,0
2013-2014,30-Jun-13,Northern,Causeway,Acute Services,Rehabilitation,0,0,0,0,26,0,0,26,0,0
2013-2014,30-Jun-13,Northern,Causeway,Acute Services,Thoracic Medicine,55,0.2,55,0.2,17,58,1,16,58,0
2013-2014,30-Jun-13,Northern,Causeway,Acute Services,Urology,852,2.3,748,2,244,597,175,69,597,0
2013-2014,30-Jun-13,Northern,Causeway,Elderly Care,Geriatric Medicine,"3,014",8.3,"2,968",8.1,167,0,0,0,0,0
2013-2014,30-Jun-13,Northern,Causeway,Elderly Care,Old Age Psychiatry,637,1.7,591,1.6,4,0,0,0,0,0
2013-2014,30-Jun-13,Northern,Causeway,Maternity & Child Health,Obstetrics,"1,811",5,813,2.2,396,0,0,0,0,0
2013-2014,30-Jun-13,Northern,Causeway,Maternity & Child Health,Well Babies Obs,"1,398",3.8,543,1.5,287,0,0,0,0,0
2013-2014,30-Jun-13,Northern,Causeway,Mental Health,Mental Illness,"1,547",4.2,"1,519",4.2,27,0,0,0,0,0
2013-2014,30-Jun-13,Northern,Dalriada,Acute Services,General Practice Other,"2,912",8,"2,133",5.8,102,0,26,76,0,0
2013-2014,30-Jun-13,Northern,Holywell,Elderly Care,Old Age Psychiatry,"4,641",12.7,"3,995",10.9,27,0,0,0,0,0
2013-2014,30-Jun-13,Northern,Holywell,Mental Health,Mental Illness,"11,193",30.7,"8,960",24.5,148,0,0,0,0,0
2013-2014,30-Jun-13,Northern,Mid Ulster,Acute Services,Ear Nose Throat,0,0,0,0,0,86,0,0,86,0
2013-2014,30-Jun-13,Northern,Mid Ulster,Acute Services,Gastroenterology,0,0,0,0,0,281,0,0,281,0
2013-2014,30-Jun-13,Northern,Mid Ulster,Acute Services,General Medicine,64,0.2,64,0.2,3,8,0,3,8,0
2013-2014,30-Jun-13,Northern,Mid Ulster,Acute Services,General Practice Other,0,0,0,0,0,98,0,0,98,0
2013-2014,30-Jun-13,Northern,Mid Ulster,Acute Services,General Surgery,0,0,0,0,0,374,0,0,374,0
2013-2014,30-Jun-13,Northern,Mid Ulster,Acute Services,Gynaecology,0,0,0,0,0,38,0,0,38,0
2013-2014,30-Jun-13,Northern,Mid Ulster,Acute Services,Haematology Clinical,0,0,0,0,0,1,0,0,1,0
2013-2014,30-Jun-13,Northern,Mid Ulster,Acute Services,Neurology,0,0,0,0,0,2,0,0,2,0
2013-2014,30-Jun-13,Northern,Mid Ulster,Acute Services,Ophthalmology,0,0,0,0,0,146,0,0,146,0
2013-2014,30-Jun-13,Northern,Mid Ulster,Acute Services,Pain Management,0,0,0,0,0,67,0,0,67,0
2013-2014,30-Jun-13,Northern,Mid Ulster,Acute Services,Rehabilitation,"2,110",5.8,"2,049",5.6,68,0,0,68,0,0
2013-2014,30-Jun-13,Northern,Mid Ulster,Elderly Care,Geriatric Medicine,293,0.8,152,0.4,5,0,0,0,0,0
2013-2014,30-Jun-13,Northern,Moyle,Acute Services,General Practice Other,"1,623",4.4,"1,353",3.7,62,0,0,62,0,0
2013-2014,30-Jun-13,Northern,Moyle,Acute Services,Palliative Medicine,17,0,17,0,1,0,0,1,0,0
2013-2014,30-Jun-13,Northern,Robinson Memorial,Acute Services,General Practice Other,"2,275",6.2,"1,911",5.2,53,0,12,41,0,0
2013-2014,30-Jun-13,Northern,Whiteabbey,Acute Services,Dermatology,0,0,0,0,0,78,0,0,78,0
2013-2014,30-Jun-13,Northern,Whiteabbey,Acute Services,Ear Nose Throat,0,0,0,0,0,48,0,0,48,0
2013-2014,30-Jun-13,Northern,Whiteabbey,Acute Services,Gastroenterology,0,0,0,0,0,652,0,0,652,0
2013-2014,30-Jun-13,Northern,Whiteabbey,Acute Services,General Medicine,0,0,0,0,0,1,0,0,1,0
2013-2014,30-Jun-13,Northern,Whiteabbey,Acute Services,General Surgery,0,0,0,0,0,361,0,0,361,0
2013-2014,30-Jun-13,Northern,Whiteabbey,Acute Services,Gynaecology,0,0,0,0,1,107,1,0,107,0
2013-2014,30-Jun-13,Northern,Whiteabbey,Acute Services,Oral Surgery,0,0,0,0,0,6,0,0,6,0
2013-2014,30-Jun-13,Northern,Whiteabbey,Elderly Care,Geriatric Medicine,"4,039",11.1,"3,673",10.1,157,0,0,0,0,0
2013-2014,30-Jun-13,South Eastern,Ards,Acute Services,General Medicine,0,0,0,0,1,203,0,1,203,0
2013-2014,30-Jun-13,South Eastern,Ards,Acute Services,General Practice Other,985,2.7,916,2.5,76,0,1,75,0,0
2013-2014,30-Jun-13,South Eastern,Ards,Acute Services,General Surgery,0,0,0,0,1,623,1,0,623,0
2013-2014,30-Jun-13,South Eastern,Ards,Acute Services,Gynaecology,0,0,0,0,0,59,0,0,59,0
2013-2014,30-Jun-13,South Eastern,Ards,Acute Services,Nephrology,0,0,0,0,0,4,0,0,4,0
2013-2014,30-Jun-13,South Eastern,Ards,Acute Services,Plastic Surgery,0,0,0,0,1,65,0,1,65,0
2013-2014,30-Jun-13,South Eastern,Ards,Acute Services,Urology,0,0,0,0,1,493,0,1,493,0
2013-2014,30-Jun-13,South Eastern,Ards,Elderly Care,Geriatric Medicine,834,2.3,609,1.7,36,0,0,0,0,0
2013-2014,30-Jun-13,South Eastern,Bangor,Acute Services,General Practice Other,"1,820",5,"1,570",4.3,142,1,0,142,1,0
2013-2014,30-Jun-13,South Eastern,Downe,Acute Services,Ear Nose Throat,0,0,0,0,0,10,0,0,10,0
2013-2014,30-Jun-13,South Eastern,Downe,Acute Services,Gastroenterology,0,0,0,0,0,53,0,0,53,0
2013-2014,30-Jun-13,South Eastern,Downe,Acute Services,General Medicine,"4,377",12,"3,890",10.7,798,9,4,794,9,0
2013-2014,30-Jun-13,South Eastern,Downe,Acute Services,General Practice Other,0,0,0,0,0,73,0,0,73,0
2013-2014,30-Jun-13,South Eastern,Downe,Acute Services,General Surgery,0,0,0,0,0,326,0,0,326,0
2013-2014,30-Jun-13,South Eastern,Downe,Acute Services,Ophthalmology,0,0,0,0,1,114,0,1,114,0
2013-2014,30-Jun-13,South Eastern,Downe,Acute Services,Oral Surgery,0,0,0,0,0,81,0,0,81,0
2013-2014,30-Jun-13,South Eastern,Downe,Acute Services,Trauma & Orthopaedics Surgery,0,0,0,0,3,24,0,3,24,0
2013-2014,30-Jun-13,South Eastern,Downe,Acute Services,Urology,0,0,0,0,0,70,0,0,70,0
2013-2014,30-Jun-13,South Eastern,Downe,Elderly Care,Geriatric Medicine,121,0.3,74,0.2,9,0,0,0,0,0
2013-2014,30-Jun-13,South Eastern,Downshire,Elderly Care,Old Age Psychiatry,"1,820",5,"1,415",3.9,21,0,0,0,0,0
2013-2014,30-Jun-13,South Eastern,Downshire,Mental Health,Mental Illness,"5,915",16.2,"5,307",14.5,90,0,0,0,0,0
2013-2014,30-Jun-13,South Eastern,Lagan Valley,Acute Services,Ear Nose Throat,0,0,0,0,0,20,0,0,20,0
2013-2014,30-Jun-13,South Eastern,Lagan Valley,Acute Services,General Medicine,"5,876",16.1,"5,218",14.3,872,379,40,832,379,0
2013-2014,30-Jun-13,South Eastern,Lagan Valley,Acute Services,General Practice Other,0,0,0,0,0,101,0,0,101,0
2013-2014,30-Jun-13,South Eastern,Lagan Valley,Acute Services,General Surgery,0,0,0,0,2,651,0,2,651,0
2013-2014,30-Jun-13,South Eastern,Lagan Valley,Acute Services,Gynaecology,0,0,0,0,0,267,0,0,267,0
2013-2014,30-Jun-13,South Eastern,Lagan Valley,Acute Services,Neurology,0,0,0,0,1,0,1,0,0,0
2013-2014,30-Jun-13,South Eastern,Lagan Valley,Acute Services,Neurosurgery,0,0,0,0,0,16,0,0,16,0
2013-2014,30-Jun-13,South Eastern,Lagan Valley,Acute Services,Ophthalmology,0,0,0,0,0,266,0,0,266,0
2013-2014,30-Jun-13,South Eastern,Lagan Valley,Acute Services,Plastic Surgery,0,0,0,0,0,102,0,0,102,0
2013-2014,30-Jun-13,South Eastern,Lagan Valley,Acute Services,Urology,0,0,0,0,0,308,0,0,308,0
2013-2014,30-Jun-13,South Eastern,Lagan Valley,Elderly Care,Geriatric Medicine,"2,432",6.7,"1,926",5.3,116,0,0,0,0,0
2013-2014,30-Jun-13,South Eastern,Lagan Valley PNU,Elderly Care,Old Age Psychiatry,"1,456",4,"1,407",3.9,12,0,0,0,0,0
2013-2014,30-Jun-13,South Eastern,Lagan Valley PNU,Mental Health,Mental Illness,"1,820",5,"1,579",4.3,87,0,0,0,0,0
2013-2014,30-Jun-13,South Eastern,Thompson House,Acute Services,Neurology,"3,185",8.7,"2,950",8.1,84,0,78,6,0,0
2013-2014,30-Jun-13,South Eastern,Ulster,Acute Services,Accident & Emergency,779,2.1,614,1.7,622,0,0,622,0,0
2013-2014,30-Jun-13,South Eastern,Ulster,Acute Services,Anaesthetics,"1,007",2.8,828,2.3,44,0,0,44,0,0
2013-2014,30-Jun-13,South Eastern,Ulster,Acute Services,Cardiology,"3,366",9.2,"3,254",8.9,557,257,20,537,257,0
2013-2014,30-Jun-13,South Eastern,Ulster,Acute Services,Clinical Oncology,0,0,0,0,11,695,0,11,65,630
2013-2014,30-Jun-13,South Eastern,Ulster,Acute Services,Dermatology,0,0,0,0,1,899,0,1,899,0
2013-2014,30-Jun-13,South Eastern,Ulster,Acute Services,Ear Nose Throat,124,0.3,67,0.2,82,153,69,13,153,0
2013-2014,30-Jun-13,South Eastern,Ulster,Acute Services,General Medicine,"15,572",42.7,"14,430",39.5,"2,313",923,46,"2,267",923,0
2013-2014,30-Jun-13,South Eastern,Ulster,Acute Services,General Practice Other,0,0,0,0,0,308,0,0,308,0
2013-2014,30-Jun-13,South Eastern,Ulster,Acute Services,General Surgery,"6,158",16.9,"5,184",14.2,"1,090",173,324,766,173,0
2013-2014,30-Jun-13,South Eastern,Ulster,Acute Services,Gynaecology,"1,373",3.8,"1,121",3.1,428,3,207,221,3,0
2013-2014,30-Jun-13,South Eastern,Ulster,Acute Services,Haematology Clinical,572,1.6,544,1.5,88,538,32,56,57,481
2013-2014,30-Jun-13,South Eastern,Ulster,Acute Services,Nephrology,345,0.9,345,0.9,42,"3,952",12,30,4,"3,948"
2013-2014,30-Jun-13,South Eastern,Ulster,Acute Services,Neurology,2,0,2,0,1,27,0,1,27,0
2013-2014,30-Jun-13,South Eastern,Ulster,Acute Services,Ophthalmology,0,0,0,0,1,0,1,0,0,0
2013-2014,30-Jun-13,South Eastern,Ulster,Acute Services,Oral Surgery,549,1.5,549,1.5,223,37,78,145,37,0
2013-2014,30-Jun-13,South Eastern,Ulster,Acute Services,Paediatric Surgery,8,0,8,0,4,148,4,0,148,0
2013-2014,30-Jun-13,South Eastern,Ulster,Acute Services,Paediatrics,"2,935",8,"2,042",5.6,907,45,16,891,45,0
2013-2014,30-Jun-13,South Eastern,Ulster,Acute Services,Pain Management,0,0,0,0,0,193,0,0,193,0
2013-2014,30-Jun-13,South Eastern,Ulster,Acute Services,Plastic Surgery,"1,952",5.3,"1,453",4,658,266,192,466,265,1
2013-2014,30-Jun-13,South Eastern,Ulster,Acute Services,Rheumatology,7,0,7,0,11,62,1,10,62,0
2013-2014,30-Jun-13,South Eastern,Ulster,Acute Services,Trauma & Orthopaedics Surgery,"3,999",11,"3,295",9,463,18,138,325,18,0
2013-2014,30-Jun-13,South Eastern,Ulster,Acute Services,Urology,"1,014",2.8,"1,014",2.8,254,2,125,129,2,0
2013-2014,30-Jun-13,South Eastern,Ulster,Elderly Care,Geriatric Medicine,"7,094",19.4,"6,871",18.8,579,124,0,0,0,0
2013-2014,30-Jun-13,South Eastern,Ulster,Maternity & Child Health,Obstetrics,"3,537",9.7,"2,268",6.2,"1,013",0,0,0,0,0
2013-2014,30-Jun-13,South Eastern,Ulster,Maternity & Child Health,Well Babies Obs,"3,201",8.8,"1,535",4.2,820,0,0,0,0,0
2013-2014,30-Jun-13,South Eastern,Ulster MHU,Mental Health,Mental Illness,"2,184",6,"2,168",5.9,49,0,0,0,0,0
2013-2014,30-Jun-13,Southern,Banbridge,Acute Services,Rheumatology,0,0,0,0,0,357,0,0,357,0
2013-2014,30-Jun-13,Southern,Bluestone,Elderly Care,Old Age Psychiatry,"1,274",3.5,"1,476",4,36,0,0,0,0,0
2013-2014,30-Jun-13,Southern,Bluestone,Mental Health,Child & Adolescent Psychiatry,0,0,8,0,1,0,0,0,0,0
2013-2014,30-Jun-13,Southern,Bluestone,Mental Health,Mental Illness,"5,460",15,"5,122",14,215,0,0,0,0,0
2013-2014,30-Jun-13,Southern,Craigavon Area,Acute Services,Accident & Emergency,500,1.4,367,1,380,0,0,380,0,0
2013-2014,30-Jun-13,Southern,Craigavon Area,Acute Services,Anaesthetics,758,2.1,618,1.7,45,0,2,43,0,0
2013-2014,30-Jun-13,Southern,Craigavon Area,Acute Services,Cardiology,"2,601",7.1,"2,429",6.7,427,568,35,392,568,0
2013-2014,30-Jun-13,Southern,Craigavon Area,Acute Services,Clinical Oncology,0,0,0,0,0,622,0,0,65,557
2013-2014,30-Jun-13,Southern,Craigavon Area,Acute Services,Dermatology,219,0.6,193,0.5,25,249,21,4,249,0
2013-2014,30-Jun-13,Southern,Craigavon Area,Acute Services,Ear Nose Throat,"1,057",2.9,751,2.1,500,239,314,186,239,0
2013-2014,30-Jun-13,Southern,Craigavon Area,Acute Services,Gastroenterology,21,0.1,21,0.1,7,256,7,0,256,0
2013-2014,30-Jun-13,Southern,Craigavon Area,Acute Services,General Medicine,"10,747",29.4,"9,858",27,"1,726",88,15,"1,711",88,0
2013-2014,30-Jun-13,Southern,Craigavon Area,Acute Services,General Surgery,"6,315",17.3,"5,663",15.5,"1,227",564,301,926,564,0
2013-2014,30-Jun-13,Southern,Craigavon Area,Acute Services,Gynaecology,839,2.3,634,1.7,404,174,186,218,174,0
2013-2014,30-Jun-13,Southern,Craigavon Area,Acute Services,Haematology Clinical,613,1.7,613,1.7,47,514,21,26,270,244
2013-2014,30-Jun-13,Southern,Craigavon Area,Acute Services,Neurology,0,0,0,0,0,133,0,0,133,0
2013-2014,30-Jun-13,Southern,Craigavon Area,Acute Services,Oral Surgery,0,0,0,0,0,42,0,0,42,0
2013-2014,30-Jun-13,Southern,Craigavon Area,Acute Services,Paediatric Dentistry,0,0,0,0,0,4,0,0,4,0
2013-2014,30-Jun-13,Southern,Craigavon Area,Acute Services,Paediatrics,"2,743",7.5,"1,927",5.3,569,8,9,560,8,0
2013-2014,30-Jun-13,Southern,Craigavon Area,Acute Services,Rheumatology,1,0,1,0,0,385,0,0,385,0
2013-2014,30-Jun-13,Southern,Craigavon Area,Acute Services,Thoracic Medicine,2,0,2,0,0,102,0,0,102,0
2013-2014,30-Jun-13,Southern,Craigavon Area,Acute Services,Trauma & Orthopaedics Surgery,"3,108",8.5,"2,461",6.7,501,116,217,284,116,0
2013-2014,30-Jun-13,Southern,Craigavon Area,Acute Services,Urology,"1,772",4.9,"1,525",4.2,467,469,296,171,450,19
2013-2014,30-Jun-13,Southern,Craigavon Area,Elderly Care,Geriatric Medicine,"3,657",10,"3,487",9.6,479,0,0,0,0,0
2013-2014,30-Jun-13,Southern,Craigavon Area,Maternity & Child Health,Obstetrics,"4,479",12.3,"2,644",7.2,"1,206",0,0,0,0,0
2013-2014,30-Jun-13,Southern,Craigavon Area,Maternity & Child Health,Well Babies Paed,"2,863",7.8,"1,634",4.5,941,0,0,0,0,0
2013-2014,30-Jun-13,Southern,Daisy Hill,Acute Services,Cardiology,521,1.4,436,1.2,108,14,7,101,14,0
2013-2014,30-Jun-13,Southern,Daisy Hill,Acute Services,Dermatology,0,0,0,0,0,50,0,0,50,0
2013-2014,30-Jun-13,Southern,Daisy Hill,Acute Services,Ear Nose Throat,4,0,4,0,8,131,8,0,131,0
2013-2014,30-Jun-13,Southern,Daisy Hill,Acute Services,Gastroenterology,0,0,0,0,1,206,1,0,206,0
2013-2014,30-Jun-13,Southern,Daisy Hill,Acute Services,General Medicine,"6,155",16.9,"5,797",15.9,"1,120",172,25,"1,095",172,0
2013-2014,30-Jun-13,Southern,Daisy Hill,Acute Services,General Practice Other,0,0,0,0,0,205,0,0,205,0
2013-2014,30-Jun-13,Southern,Daisy Hill,Acute Services,General Surgery,"3,431",9.4,"2,616",7.2,702,686,171,531,686,0
2013-2014,30-Jun-13,Southern,Daisy Hill,Acute Services,Gynaecology,524,1.4,396,1.1,213,80,87,126,80,0
2013-2014,30-Jun-13,Southern,Daisy Hill,Acute Services,Nephrology,357,1,357,1,49,"3,599",13,36,54,"3,545"
2013-2014,30-Jun-13,Southern,Daisy Hill,Acute Services,Oral Surgery,3,0,3,0,1,8,1,0,8,0
2013-2014,30-Jun-13,Southern,Daisy Hill,Acute Services,Paediatrics,"1,629",4.5,"1,197",3.3,374,0,22,352,0,0
2013-2014,30-Jun-13,Southern,Daisy Hill,Acute Services,Thoracic Medicine,28,0.1,28,0.1,11,34,1,10,34,0
2013-2014,30-Jun-13,Southern,Daisy Hill,Elderly Care,Geriatric Medicine,"2,620",7.2,"2,476",6.8,133,0,0,0,0,0
2013-2014,30-Jun-13,Southern,Daisy Hill,Maternity & Child Health,Obstetrics,"1,779",4.9,"1,371",3.8,541,0,0,0,0,0
2013-2014,30-Jun-13,Southern,Daisy Hill,Maternity & Child Health,Well Babies Paed,"1,679",4.6,909,2.5,407,0,0,0,0,0
2013-2014,30-Jun-13,Southern,Longstone,Learning Disability,Learning Disability,"3,874",10.6,"3,624",9.9,29,0,0,0,0,0
2013-2014,30-Jun-13,Southern,Lurgan,Elderly Care,Geriatric Medicine,"4,641",12.7,"4,469",12.2,196,0,0,0,0,0
2013-2014,30-Jun-13,Southern,South Tyrone,Acute Services,Ear Nose Throat,0,0,0,0,3,65,3,0,65,0
2013-2014,30-Jun-13,Southern,South Tyrone,Acute Services,Gastroenterology,0,0,0,0,1,227,1,0,227,0
2013-2014,30-Jun-13,Southern,South Tyrone,Acute Services,General Practice Other,0,0,0,0,0,191,0,0,191,0
2013-2014,30-Jun-13,Southern,South Tyrone,Acute Services,General Surgery,0,0,0,0,3,648,3,0,648,0
2013-2014,30-Jun-13,Southern,South Tyrone,Acute Services,Gynaecology,0,0,0,0,1,64,1,0,64,0
2013-2014,30-Jun-13,Southern,South Tyrone,Acute Services,Ophthalmology,0,0,0,0,0,136,0,0,136,0
2013-2014,30-Jun-13,Southern,South Tyrone,Acute Services,Pain Management,0,0,0,0,0,247,0,0,247,0
2013-2014,30-Jun-13,Southern,South Tyrone,Acute Services,Trauma & Orthopaedics Surgery,0,0,0,0,0,27,0,0,27,0
2013-2014,30-Jun-13,Southern,South Tyrone,Acute Services,Urology,0,0,0,0,1,40,1,0,40,0
2013-2014,30-Jun-13,Southern,South Tyrone,Elderly Care,Geriatric Medicine,"4,095",11.2,"3,314",9.1,146,0,0,0,0,0
2013-2014,30-Jun-13,Southern,St Lukes,Elderly Care,Old Age Psychiatry,"2,184",6,"2,120",5.8,32,0,0,0,0,0
2013-2014,30-Jun-13,Southern,St Lukes,Mental Health,Mental Illness,"2,500",6.8,"2,285",6.3,90,0,0,0,0,0
2013-2014,30-Jun-13,Western,Altnagelvin Area,Acute Services,Anaesthetics,995,2.7,731,2,30,0,0,30,0,0
2013-2014,30-Jun-13,Western,Altnagelvin Area,Acute Services,Cardiology,"2,117",5.8,"1,754",4.8,555,115,86,469,115,0
2013-2014,30-Jun-13,Western,Altnagelvin Area,Acute Services,Clinical Oncology,0,0,0,0,0,470,0,0,82,388
2013-2014,30-Jun-13,Western,Altnagelvin Area,Acute Services,Dermatology,400,1.1,291,0.8,44,0,28,16,0,0
2013-2014,30-Jun-13,Western,Altnagelvin Area,Acute Services,Ear Nose Throat,962,2.6,833,2.3,413,170,300,113,170,0
2013-2014,30-Jun-13,Western,Altnagelvin Area,Acute Services,General Medicine,"13,095",35.9,"11,653",31.9,"1,848","1,457",69,"1,779","1,456",1
2013-2014,30-Jun-13,Western,Altnagelvin Area,Acute Services,General Practice Other,0,0,0,0,0,172,0,0,172,0
2013-2014,30-Jun-13,Western,Altnagelvin Area,Acute Services,General Surgery,"5,394",14.8,"5,015",13.7,"1,180",464,301,879,464,0
2013-2014,30-Jun-13,Western,Altnagelvin Area,Acute Services,Gynaecology,"1,179",3.2,686,1.9,314,155,206,108,155,0
2013-2014,30-Jun-13,Western,Altnagelvin Area,Acute Services,Haematology Clinical,641,1.8,553,1.5,82,594,6,76,343,251
2013-2014,30-Jun-13,Western,Altnagelvin Area,Acute Services,Nephrology,400,1.1,399,1.1,35,"2,365",5,30,3,"2,362"
2013-2014,30-Jun-13,Western,Altnagelvin Area,Acute Services,Neurology,2,0,2,0,1,33,0,1,33,0
2013-2014,30-Jun-13,Western,Altnagelvin Area,Acute Services,Ophthalmology,171,0.5,61,0.2,23,771,6,17,771,0
2013-2014,30-Jun-13,Western,Altnagelvin Area,Acute Services,Oral Surgery,361,1,205,0.6,151,503,93,58,502,1
2013-2014,30-Jun-13,Western,Altnagelvin Area,Acute Services,Paediatrics,"5,024",13.8,"2,360",6.5,974,83,56,918,83,0
2013-2014,30-Jun-13,Western,Altnagelvin Area,Acute Services,Pain Management,0,0,0,0,0,112,0,0,112,0
2013-2014,30-Jun-13,Western,Altnagelvin Area,Acute Services,Radiology,0,0,0,0,0,33,0,0,33,0
2013-2014,30-Jun-13,Western,Altnagelvin Area,Acute Services,Trauma & Orthopaedics Surgery,"3,783",10.4,"3,535",9.7,646,112,246,400,112,0
2013-2014,30-Jun-13,Western,Altnagelvin Area,Acute Services,Urology,957,2.6,807,2.2,302,564,228,74,564,0
2013-2014,30-Jun-13,Western,Altnagelvin Area,Elderly Care,Geriatric Medicine,"3,095",8.5,"3,031",8.3,281,0,0,0,0,0
2013-2014,30-Jun-13,Western,Altnagelvin Area,Maternity & Child Health,Obstetrics,"3,457",9.5,"1,699",4.7,740,0,0,0,0,0
2013-2014,30-Jun-13,Western,Altnagelvin Area,Maternity & Child Health,Well Babies Paed,"1,025",2.8,"1,025",2.8,620,0,0,0,0,0
2013-2014,30-Jun-13,Western,Altnagelvin Area,Mental Health,Mental Illness,0,0,0,0,0,23,0,0,0,0
2013-2014,30-Jun-13,Western,Gransha,Elderly Care,Old Age Psychiatry,"1,638",4.5,550,1.5,1,0,0,0,0,0
2013-2014,30-Jun-13,Western,Gransha,Mental Health,Mental Illness,"4,004",11,"3,683",10.1,112,0,0,0,0,0
2013-2014,30-Jun-13,Western,Lakeview,Learning Disability,Learning Disability,"2,184",6,"1,246",3.4,25,0,0,0,0,0
2013-2014,30-Jun-13,Western,South West Acute,Acute Services,Anaesthetics,30,0.1,15,0,3,0,0,3,0,0
2013-2014,30-Jun-13,Western,South West Acute,Acute Services,Cardiology,826,2.3,683,1.9,145,14,8,137,14,0
2013-2014,30-Jun-13,Western,South West Acute,Acute Services,General Medicine,"6,142",16.8,"5,515",15.1,"1,209",358,44,"1,165",358,0
2013-2014,30-Jun-13,Western,South West Acute,Acute Services,General Practice Other,0,0,0,0,1,59,1,0,59,0
2013-2014,30-Jun-13,Western,South West Acute,Acute Services,General Surgery,"3,878",10.6,"3,048",8.4,832,708,203,629,708,0
2013-2014,30-Jun-13,Western,South West Acute,Acute Services,Gynaecology,666,1.8,346,0.9,174,154,77,97,154,0
2013-2014,30-Jun-13,Western,South West Acute,Acute Services,Ophthalmology,0,0,0,0,0,56,0,0,56,0
2013-2014,30-Jun-13,Western,South West Acute,Acute Services,Paediatrics,"1,757",4.8,933,2.6,492,1,25,467,1,0
2013-2014,30-Jun-13,Western,South West Acute,Acute Services,Rehabilitation,47,0.1,47,0.1,4,0,0,4,0,0
2013-2014,30-Jun-13,Western,South West Acute,Acute Services,Urology,0,0,0,0,0,46,0,0,46,0
2013-2014,30-Jun-13,Western,South West Acute,Elderly Care,Geriatric Medicine,"4,733",13,"4,555",12.5,284,0,0,0,0,0
2013-2014,30-Jun-13,Western,South West Acute,Maternity & Child Health,Obstetrics,"1,474",4,767,2.1,345,0,0,0,0,0
2013-2014,30-Jun-13,Western,South West Acute,Maternity & Child Health,Well Babies Paed,438,1.2,438,1.2,250,0,0,0,0,0
2013-2014,30-Jun-13,Western,Tyrone and Fermanagh,Elderly Care,Old Age Psychiatry,"3,640",10,"3,002",8.2,32,0,0,0,0,0
2013-2014,30-Jun-13,Western,Tyrone and Fermanagh,Mental Health,Child & Adolescent Psychiatry,0,0,4,0,1,0,0,0,0,0
2013-2014,30-Jun-13,Western,Tyrone and Fermanagh,Mental Health,Mental Illness,"4,550",12.5,"4,215",11.5,129,0,0,0,0,0
2013-2014,30-Jun-13,Western,Tyrone County,Acute Services,Cardiology,364,1,58,0.2,672,20,5,667,20,0
2013-2014,30-Jun-13,Western,Tyrone County,Acute Services,Clinical Oncology,0,0,0,0,0,19,0,0,19,0
2013-2014,30-Jun-13,Western,Tyrone County,Acute Services,Ear Nose Throat,0,0,0,0,0,75,0,0,75,0
2013-2014,30-Jun-13,Western,Tyrone County,Acute Services,General Medicine,0,0,0,0,1,24,0,1,24,0
2013-2014,30-Jun-13,Western,Tyrone County,Acute Services,General Surgery,0,0,0,0,0,433,0,0,433,0
2013-2014,30-Jun-13,Western,Tyrone County,Acute Services,Gynaecology,0,0,0,0,0,98,0,0,98,0
2013-2014,30-Jun-13,Western,Tyrone County,Acute Services,Nephrology,0,0,0,0,0,"2,609",0,0,0,"2,609"
2013-2014,30-Jun-13,Western,Tyrone County,Acute Services,Ophthalmology,0,0,0,0,0,195,0,0,195,0
2013-2014,30-Jun-13,Western,Tyrone County,Acute Services,Pain Management,0,0,0,0,1,97,1,0,97,0
2013-2014,30-Jun-13,Western,Tyrone County,Acute Services,Palliative Medicine,833,2.3,656,1.8,35,1,10,25,1,0
2013-2014,30-Jun-13,Western,Tyrone County,Acute Services,Rehabilitation,"2,452",6.7,"2,452",6.7,103,0,5,98,0,0
2013-2014,30-Jun-13,Western,Tyrone County,Acute Services,Urology,0,0,0,0,0,55,0,0,55,0
2013-2014,30-Jun-13,Western,Tyrone County,Elderly Care,Geriatric Medicine,355,1,18,0,1,0,0,0,0,0
2013-2014,30-Jun-13,Western,Tyrone County,Mental Health,Mental Illness,0,0,0,0,0,24,0,0,0,0
2013-2014,30-Jun-13,Western,Waterside,Elderly Care,Geriatric Medicine,"4,368",12,"4,648",12.7,150,0,0,0,0,0
2013-2014,30-Jun-13,Western,Waterside,Elderly Care,Old Age Psychiatry,"1,638",4.5,"1,778",4.9,16,0,0,0,0,0
2013-2014,30-Sep-13,Belfast,Beechcroft,Mental Health,Child & Adolescent Psychiatry,"2,837",7.8,"2,654",7.3,62,0,0,0,0,0
2013-2014,30-Sep-13,Belfast,Belfast City,Acute Services,Anaesthetics,0,0,0,0,0,39,0,0,39,0
2013-2014,30-Sep-13,Belfast,Belfast City,Acute Services,Cardiology,"2,884",7.9,"1,749",4.8,686,339,196,490,339,0
2013-2014,30-Sep-13,Belfast,Belfast City,Acute Services,Clinical Oncology,156,0.4,156,0.4,49,0,3,46,0,0
2013-2014,30-Sep-13,Belfast,Belfast City,Acute Services,Dermatology,782,2.1,488,1.3,41,0,29,12,0,0
